id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19276423,Lovely Copenhagen apartment by Copenhagen Harbor,15077506,Louise,,Vesterbro-Kongens Enghave,55.661353274034106,12.562313528583921,Entire home/apt,987,2,0,,,1,74
6015975,Citylejlighed på Vesterbro,31226978,Isabel,,Vesterbro-Kongens Enghave,55.67070486665765,12.542220408578535,Entire home/apt,801,1,0,,,1,0
18467809,Spacy and newly built apartment in Copenhagen,64319053,Rasmus,,Vesterbro-Kongens Enghave,55.655986881103665,12.548312359767213,Entire home/apt,874,2,0,,,1,4
17681363,"Beautiful, large room in central Copenhagen",29040332,Emil,,Vesterbro-Kongens Enghave,55.67359172477,12.557696129295529,Private room,417,5,0,,,1,12
13483226,Cozy apartment in the heart of Copenhagen V,17596747,Rikke,,Vesterbro-Kongens Enghave,55.66535769290107,12.550856592403296,Entire home/apt,762,1,3,2017-02-01,0.28,1,0
12106953,Appartment CPH,24029862,Kasper,,Vesterbro-Kongens Enghave,55.66464361860735,12.555582339792894,Entire home/apt,748,6,1,2016-05-25,0.08,1,0
17943989,Unique Penthouse w Amazing View of the Lakes!,1429109,Nanna Emilie,,Vesterbro-Kongens Enghave,55.674111426829356,12.559827658271972,Entire home/apt,1497,4,2,2017-04-18,0.76,1,17
8245812,Spacious condo,3970890,Miriam,,Vesterbro-Kongens Enghave,55.671372992560606,12.543831454244415,Entire home/apt,1152,1,2,2015-12-14,0.10,1,0
4139642,Nice room in central Copenhagen / Vesterbro,2247480,Barbara,,Vesterbro-Kongens Enghave,55.6680448099768,12.554656004060682,Private room,331,2,81,2017-06-04,3.53,1,35
2871811,"Central, cozy and convenient!",6736522,Stine,,Vesterbro-Kongens Enghave,55.67153198059823,12.554651229879212,Private room,258,3,60,2017-05-18,1.59,2,347
13243745,Your home when on Vestrebro,74430057,Nicklas,,Vesterbro-Kongens Enghave,55.66697145942204,12.548435473710615,Entire home/apt,901,3,6,2016-10-14,0.56,1,349
9228778,2V i København SV,47978373,Michael,,Vesterbro-Kongens Enghave,55.65014192178519,12.536777622351726,Entire home/apt,298,1,0,,,1,0
15716841,Cosy and bright apartment in great location.,19281747,Signe,,Vesterbro-Kongens Enghave,55.665497982899154,12.554566345628395,Entire home/apt,801,4,4,2016-12-16,0.56,1,19
11139149,Flat with balcony in vibrant area,57883547,Mie,,Vesterbro-Kongens Enghave,55.66564697247624,12.55195960124178,Entire home/apt,881,2,4,2016-10-11,0.27,1,0
8638923,Spacious and central apartment,17886210,Anne-Sofie,,Vesterbro-Kongens Enghave,55.671572568761356,12.563620497105543,Entire home/apt,1603,3,3,2017-05-29,0.26,1,0
18520447,Nice room with bathroom,124016610,Tina,,Vesterbro-Kongens Enghave,55.64360785530301,12.549273077310385,Private room,702,1,0,,,2,296
10702234,Large room - Great location,13829862,Svend,,Vesterbro-Kongens Enghave,55.67329091862322,12.553764280108506,Private room,649,1,7,2016-09-12,0.43,4,0
12308860,NEW lovely light room in big apartment,10109863,Alfa,,Vesterbro-Kongens Enghave,55.6510356688968,12.549515848439787,Private room,748,2,5,2017-05-29,0.47,1,177
18731303,Lovely apartment in the heart of CPH with 2 cats,5526219,Kristina,,Vesterbro-Kongens Enghave,55.6703391785218,12.558114590760491,Entire home/apt,596,2,3,2017-06-05,3,1,15
18533261,Coolest designer spot surrounded by coffee shops!,846204,Vogelkop,,Vesterbro-Kongens Enghave,55.66715423188044,12.547791437483829,Private room,947,1,5,2017-06-11,5,7,351
19254148,Stor lys lejlighed i hjertet af Vesterbro,134831323,Frida,,Vesterbro-Kongens Enghave,55.66962224818219,12.544192925843602,Entire home/apt,570,3,0,,,1,64
19254143,Ground floor apartment at Vesterbro,8032925,Inge Duelund,,Vesterbro-Kongens Enghave,55.666518856740296,12.54091400260701,Entire home/apt,603,2,0,,,1,47
8702822,Vesterbro penthouse with balcony,45686037,Frank & Marleen,,Vesterbro-Kongens Enghave,55.67124618971546,12.547655355123675,Entire home/apt,1080,4,7,2017-05-14,0.56,1,58
15715101,Charming apartment close to everything,40412285,Ann-Kathrine,,Vesterbro-Kongens Enghave,55.65003311635981,12.526597489587855,Entire home/apt,702,1,6,2017-05-30,0.99,1,19
2214620,Contemporary cool in vibrant CPH ,2835566,Line,,Vesterbro-Kongens Enghave,55.67064691525845,12.55763172871951,Entire home/apt,901,3,32,2017-06-06,0.84,1,179
6933236,"Spacious, light and cosy house",35202586,Charlotte,,Vesterbro-Kongens Enghave,55.64499873363287,12.533305740917566,Entire home/apt,603,4,1,2015-10-31,0.05,1,0
4071882,Architects home - bright and cosy!,3145745,Mika & Jakob,,Vesterbro-Kongens Enghave,55.668706113433856,12.548293222295172,Entire home/apt,782,5,27,2017-05-29,0.82,1,21
5356724,Central Vesterbro with balcony ,5752957,Trine,,Vesterbro-Kongens Enghave,55.669547219981276,12.556641825107398,Entire home/apt,603,4,13,2017-04-16,0.48,1,0
5032591,3 room appartment in hip Vesterbro,1724325,Marie-Louise,,Vesterbro-Kongens Enghave,55.66686620595363,12.547329065893498,Entire home/apt,1000,3,14,2017-06-05,0.71,1,55
6715156,150m2 apt in Vesterbro,35157955,Jacob,,Vesterbro-Kongens Enghave,55.67086948216521,12.551835439981437,Entire home/apt,1040,2,29,2017-05-14,1.26,1,94
5425799,Beautiful apartment with balcony,1702159,Sie,,Vesterbro-Kongens Enghave,55.66526493173461,12.549915381013093,Entire home/apt,848,4,12,2017-06-11,0.47,1,29
1559132,apartment in copenhagen,8298458,Hans Og Annabell,,Vesterbro-Kongens Enghave,55.66767833687791,12.555662842143946,Entire home/apt,1099,2,13,2016-10-23,0.30,1,311
6867524,Unique waterview,6180131,Per,,Vesterbro-Kongens Enghave,55.64723921052692,12.555742740289586,Private room,629,1,21,2017-06-04,1.00,2,266
3066387,Feel like home while staying in CPH,15605287,Lotta,,Vesterbro-Kongens Enghave,55.669676835769074,12.55879677067077,Entire home/apt,947,1,35,2017-05-28,0.95,1,213
12896789,Perfectly located cool apartment . 3-4 persons,70630400,Rasmus,,Vesterbro-Kongens Enghave,55.66914527570833,12.55092580713372,Entire home/apt,649,1,1,2016-07-08,0.09,1,0
1821202,Spacious apt by the central station,3596833,Laust And Marie,,Vesterbro-Kongens Enghave,55.669715367371715,12.56434093633053,Entire home/apt,801,5,8,2016-09-22,0.19,1,0
4704779,Great location & view to Carlsberg,12327579,Camilla,,Vesterbro-Kongens Enghave,55.664688219792616,12.539363909236084,Entire home/apt,603,2,9,2016-08-19,0.34,1,0
3459324,Unik og Lækker lejlighed i Kbh V. ,5601685,Karina,,Vesterbro-Kongens Enghave,55.665714787757835,12.556012391728242,Entire home/apt,901,1,0,,,1,0
641269,Waterfront living,3203644,Louise,,Vesterbro-Kongens Enghave,55.66031531310092,12.564075569896248,Entire home/apt,1411,1,1,2015-09-04,0.05,2,0
17877235,Cool appartment - good located in CPH Vesterbro,5271013,Sarah,,Vesterbro-Kongens Enghave,55.66741784767478,12.547404845100123,Entire home/apt,748,3,0,,,1,37
575705,Big bright apartment in Vesterbro,2837337,Patrick,,Vesterbro-Kongens Enghave,55.668946573465,12.545576319680741,Entire home/apt,1007,2,7,2017-02-05,0.15,1,12
2675462,Unique Oasis Copenhagen Vesterbro ,13697862,Pernille,,Vesterbro-Kongens Enghave,55.66085622852862,12.542520413338675,Private room,351,2,6,2014-08-18,0.16,1,165
18731772,Big apartment in the middle of Copenhagen,68695140,Freya Kamille,,Vesterbro-Kongens Enghave,55.67063399511887,12.54991683011431,Entire home/apt,1000,4,0,,,1,12
4257205,Cozy boheme apartment near Carlsberg,1586985,Diana,,Vesterbro-Kongens Enghave,55.66446533462748,12.541739703944703,Entire home/apt,748,5,0,,,1,0
6345442,CPH V - water view & 3 balconies,33049230,Susanne,,Vesterbro-Kongens Enghave,55.66032948842308,12.561962518615147,Private room,702,1,0,,,1,0
1495748,"shared boat,  copenhagen harbour",3987207,Garon,,Vesterbro-Kongens Enghave,55.63834940676172,12.542204805065115,Shared room,132,1,49,2017-06-08,1.05,3,322
4313809,Lejlighed i hjertet af vesterbro,19443929,Stine,,Vesterbro-Kongens Enghave,55.66720592805206,12.556979134366463,Entire home/apt,649,1,6,2015-10-12,0.23,1,0
3330759,Charming penthouse w. great view!,1648062,Frida,,Vesterbro-Kongens Enghave,55.67276743843342,12.553678967360863,Entire home/apt,801,3,5,2016-06-26,0.14,2,0
16437952,Interior gem in central Copenhagen,56609987,Cecilie,,Vesterbro-Kongens Enghave,55.670306988979746,12.557508923218355,Entire home/apt,1000,2,4,2017-05-21,1.48,1,40
14078645,The ligthest apartment in Central Copenhagen,14617597,Michael Kjær Lauritsen,,Vesterbro-Kongens Enghave,55.66475797531226,12.555171635742372,Entire home/apt,702,2,16,2017-05-21,1.50,1,59
7895146,"Lovely apartment w. balcony, CPH V",41626283,Trine Og Felix,,Vesterbro-Kongens Enghave,55.66690641464718,12.540969760475843,Entire home/apt,801,2,23,2017-06-11,1.04,1,296
8049285,Cozy apartment in hipsterVesterbro,7238159,Debbie,,Vesterbro-Kongens Enghave,55.66562173956368,12.546231509230502,Entire home/apt,801,1,0,,,1,0
3592822,Trendy Vesterbro apartment with balcony,16677199,Marcus,,Vesterbro-Kongens Enghave,55.66825234363208,12.55180492539552,Entire home/apt,1046,2,19,2016-09-21,0.56,1,330
17616662,Light and cozy room in central Vesterbro,47082189,Laerke,,Vesterbro-Kongens Enghave,55.66546438189013,12.554367025931647,Private room,298,1,10,2017-06-08,3.41,1,31
15401961,Whole apartment close to center,31207228,Ina,,Vesterbro-Kongens Enghave,55.65710082457251,12.53610408348802,Entire home/apt,993,3,2,2017-05-21,0.36,2,177
6053158,Vibrant & central location - 2room,31408213,Phiby,,Vesterbro-Kongens Enghave,55.6709930609063,12.557930350136008,Entire home/apt,550,5,30,2017-06-13,1.16,1,15
15125851,Unique 2 story backyard house centrally located,95878066,Trine,,Vesterbro-Kongens Enghave,55.673266258704864,12.555817171338528,Entire home/apt,894,3,14,2017-05-29,1.64,1,82
16890965,80 sqm New Yorker loft /w balcony & Danish design,4212243,Maarten,,Vesterbro-Kongens Enghave,55.66737179973041,12.557114720685522,Entire home/apt,1199,2,4,2017-05-21,1.35,1,32
5160015,Apartment close to everything ,21441864,Ole,,Vesterbro-Kongens Enghave,55.671279641691115,12.55635215222556,Entire home/apt,947,3,10,2017-06-06,0.42,1,0
17222962,Clean & bright apartment with view over Vesterbro,4205114,Ali,,Vesterbro-Kongens Enghave,55.67072657895937,12.545375722880873,Entire home/apt,848,2,6,2017-06-03,2.40,2,170
19096525,"Cozy room in hip Vesterbro, Copenhagen",80053470,Sevina,,Vesterbro-Kongens Enghave,55.66500836976388,12.548907971634552,Private room,272,1,0,,,1,41
4934875,Artist flat Cph - Sunflower room,21484765,Pia,,Vesterbro-Kongens Enghave,55.67237833079383,12.553159848528733,Private room,252,14,15,2017-05-31,0.59,3,56
18992421,Cozy apartment close to Vesterbro and city center,50200855,Nanna,,Vesterbro-Kongens Enghave,55.65987323105104,12.534988403534687,Entire home/apt,285,1,1,2017-06-10,1,1,2
1232103,4 Rooms. Best Street in Copenhagen,6686663,Maya,,Vesterbro-Kongens Enghave,55.67212955987578,12.550604745857969,Entire home/apt,1113,2,17,2017-05-08,0.37,2,226
11979971,Best room in Copenhagen,64020714,Sheila And Jonathan,,Vesterbro-Kongens Enghave,55.668837289391305,12.538059341228067,Private room,397,1,62,2017-06-06,4.21,1,83
6988321,"Super location, spacious apartment",24359417,Camilla,,Vesterbro-Kongens Enghave,55.667876002808185,12.557052318623935,Entire home/apt,947,1,1,2015-07-14,0.04,1,0
8047765,Cosy room  in central Cph.,2750535,Henriette,,Vesterbro-Kongens Enghave,55.670286007814894,12.558475052971142,Private room,497,1,3,2016-09-27,0.33,3,284
8637578,Cosy flat in hip Vesterbro,45414967,Caroline,,Vesterbro-Kongens Enghave,55.66426851896677,12.555273534862517,Entire home/apt,1199,1,12,2016-10-09,0.73,1,241
4181090,Moderne og super hyggelig lejlighed,21690581,Louise Camilla,,Vesterbro-Kongens Enghave,55.66377282662495,12.547283600317098,Entire home/apt,848,2,0,,,1,362
6868046,"Great apartment, great location",35806365,Esther,,Vesterbro-Kongens Enghave,55.67208511356914,12.54722290486312,Entire home/apt,589,4,2,2016-08-22,0.17,1,14
13880370,Trendy Vesterbro.,82139200,Minna,,Vesterbro-Kongens Enghave,55.666094252174794,12.554295347424933,Entire home/apt,649,1,2,2017-05-28,0.20,1,0
12154714,Private room in waterfront apartment,46698849,Aleksandra,,Vesterbro-Kongens Enghave,55.64762171508831,12.548579152897155,Private room,497,1,11,2017-06-01,0.85,1,355
6605815,Cozy apartment in CPH with balcony.,7956366,Jimmy,,Vesterbro-Kongens Enghave,55.670337252072194,12.550011711184247,Entire home/apt,748,3,10,2016-09-14,0.43,1,17
3983558,"Cozy, Central & Comfortable in CPH Vesterbro",20647795,Mia,,Vesterbro-Kongens Enghave,55.66635827948391,12.542743326216055,Entire home/apt,801,3,0,,,1,17
4376719,Private room/bath in trendy area,6543443,Marie,,Vesterbro-Kongens Enghave,55.668837018638925,12.547224074529705,Private room,576,3,60,2017-06-11,1.97,2,328
19218693,House in green surroundings and near the city,25522389,Younes,,Vesterbro-Kongens Enghave,55.64590375100218,12.534732128664187,Entire home/apt,702,3,0,,,1,30
1755238,New York like Copenhagen,9230985,Anders,,Vesterbro-Kongens Enghave,55.6634772420276,12.548291024116908,Entire home/apt,993,4,63,2017-06-04,1.46,1,66
15999858,Cosy apartment in hip Vesterbro district,7832164,Jeppe,,Vesterbro-Kongens Enghave,55.66737128856013,12.548656842940392,Entire home/apt,550,4,0,,,1,38
14010462,Clean & simple flat with balcony in hip Vesterbro,4380383,Asger,,Vesterbro-Kongens Enghave,55.66607946644198,12.541952456284696,Entire home/apt,649,3,4,2016-09-19,0.39,1,0
16631900,Cozy & big room in hip Vesterbro,3745608,Victoria,,Vesterbro-Kongens Enghave,55.665153412833384,12.551517641873739,Private room,371,2,15,2017-06-01,3.85,1,5
11913293,Bright and cozy flat - Vesterbro,63563910,Camilla,,Vesterbro-Kongens Enghave,55.670660379864266,12.543252231824216,Entire home/apt,828,1,2,2017-05-28,1.28,1,14
18073635,Lovely apt. perfectly located with sunny balcony,48406052,Maja,,Vesterbro-Kongens Enghave,55.65574086142943,12.536566385654929,Entire home/apt,490,2,3,2017-05-22,2.81,1,1
5032952,Well located Vesterbro apartment,16876146,Jeppe,,Vesterbro-Kongens Enghave,55.66809779159344,12.554023346016432,Entire home/apt,901,1,20,2017-05-05,0.77,1,334
182227,Vesterbro 104m2 Cozy+Central+Clean 居心地の良い,873477,Steven,,Vesterbro-Kongens Enghave,55.66806723846002,12.543399112401596,Entire home/apt,1530,3,17,2017-01-01,0.24,2,164
16447121,Cosy and open apartment in hip part of Copenhagen.,55296387,Rasmus Hedegaard,,Vesterbro-Kongens Enghave,55.667022477303824,12.550024456887114,Entire home/apt,450,2,0,,,1,13
7912497,"",34831898,Sofie,,Vesterbro-Kongens Enghave,55.67076231847823,12.541975068095393,Entire home/apt,649,1,1,2015-10-18,0.05,1,0
13024017,Cozy  flat in central Copenhagen,16552270,Isabella,,Vesterbro-Kongens Enghave,55.66640134064449,12.539110944503538,Private room,510,1,3,2016-09-18,0.24,1,89
6014623,Double Room in 110m² Vesterbro Loft,12337452,Thenna,,Vesterbro-Kongens Enghave,55.6707591657335,12.556651867942382,Private room,278,2,25,2017-03-21,1.04,2,0
7849626,Apartment by the water,41363382,Louise,,Vesterbro-Kongens Enghave,55.64437331181778,12.551305551509813,Entire home/apt,921,3,18,2017-05-29,0.89,1,171
1122214,5room apt in the heart of Vesterbro,6140485,Janus,,Vesterbro-Kongens Enghave,55.66799705473511,12.550348974838446,Entire home/apt,901,3,37,2017-05-28,0.75,1,182
577183,Perfect apartment for family. ,2837725,Heiðdís,,Vesterbro-Kongens Enghave,55.66524418879175,12.55650921805562,Entire home/apt,695,1,8,2015-07-07,0.14,1,0
13811146,Nice room in beautiful townhouse near City Centre,24230474,Claus,,Vesterbro-Kongens Enghave,55.6662849449876,12.538668942475516,Private room,331,2,49,2017-06-09,4.30,1,15
13483483,Great apartment in copenhagen. close to it all.,77221234,Stephanie,,Vesterbro-Kongens Enghave,55.64802541665442,12.524654765427716,Entire home/apt,563,2,5,2016-08-31,0.44,1,0
7387883,Tranehavegård shared apartment,38702707,Grace,,Vesterbro-Kongens Enghave,55.659041318462236,12.535801639760777,Private room,152,1,1,2015-07-21,0.04,1,0
2996872,Dejlig københavner lejlighed,15276825,Emilie,,Vesterbro-Kongens Enghave,55.671016258089686,12.546640853448451,Entire home/apt,702,3,3,2015-10-13,0.13,1,0
5819954,"Beautiful apartment, prime location",6914251,Jon,,Vesterbro-Kongens Enghave,55.67418840148843,12.558792962791745,Entire home/apt,1000,3,24,2017-06-07,1.19,1,13
8014273,Room at wonderful Vesterbro,42315650,Olivia,,Vesterbro-Kongens Enghave,55.66480402310467,12.551897567413521,Private room,397,2,8,2016-12-04,0.47,1,11
13810305,Modern flat by the canals,55761923,Joakim,,Vesterbro-Kongens Enghave,55.646061652212246,12.55062287430022,Private room,298,2,6,2017-04-23,0.62,1,0
14011944,"'B' Two beds, Copenhagen downtown",23264908,Helene,,Vesterbro-Kongens Enghave,55.66840304607412,12.54987656641905,Shared room,199,2,31,2017-05-31,2.82,2,48
3127853,Cozy and sunny apartment in central Copenhagen,6573544,Sara,,Vesterbro-Kongens Enghave,55.663991818727006,12.54797790281829,Entire home/apt,775,2,0,,,1,54
2694907,Architect building with canal view,3558422,Ludovic,,Vesterbro-Kongens Enghave,55.66202243047601,12.565409270602212,Entire home/apt,735,2,30,2017-04-17,0.79,1,143
17419809,Cozy four room appartment by the central station.,8228720,Jacob,,Vesterbro-Kongens Enghave,55.670995307755426,12.555732124219933,Entire home/apt,1351,4,4,2017-06-06,1.56,1,1
7654942,Great apartment in perfect location,40176452,Ingrid,,Vesterbro-Kongens Enghave,55.66893849077712,12.546451761886509,Entire home/apt,801,7,3,2016-06-05,0.19,1,15
18136094,Cozy room at Vesterbro,23177914,Lise,,Vesterbro-Kongens Enghave,55.6636822498157,12.54723212369351,Private room,331,2,0,,,1,67
2149813,Modern & spacious with balcony.,10971665,Rune,,Vesterbro-Kongens Enghave,55.6646133391454,12.552294596397951,Entire home/apt,901,2,2,2017-02-12,0.48,1,23
17419697,Cozy room in central Copenhagen near distortion,40629579,Mark,,Vesterbro-Kongens Enghave,55.67209468069999,12.550062596979952,Private room,232,3,3,2017-06-04,0.83,1,0
13876248,Apartment in the center of Vesterbro,81867128,Marie-Louise,,Vesterbro-Kongens Enghave,55.66885762319706,12.55200099626628,Entire home/apt,682,2,1,2016-07-17,0.09,1,0
2215325,Appartement in Vesterbro Copenhagen,11299244,Simone,,Vesterbro-Kongens Enghave,55.67330647582332,12.555317107559647,Entire home/apt,901,2,33,2017-05-28,0.86,1,50
9878524,The City's Most Popular Burrough,50824296,Kasper,,Vesterbro-Kongens Enghave,55.665641961543955,12.553724270392893,Entire home/apt,828,4,26,2017-02-11,1.54,1,0
13159817,Just the right place!,71330098,Dan,,Vesterbro-Kongens Enghave,55.66924460399848,12.544416662116383,Entire home/apt,841,1,3,2016-12-10,0.24,1,0
18725883,Bright apt with a true city feel near Vesterbro,14199278,Nanna,,Vesterbro-Kongens Enghave,55.65615309695971,12.535870484702725,Entire home/apt,649,2,0,,,1,17
14207486,Charming apartment in Central Copenhagen,86243127,Jannick,,Vesterbro-Kongens Enghave,55.65632220784412,12.550546959184203,Entire home/apt,596,2,3,2017-03-06,0.29,1,165
6142943,Cozy apartment in lovely Vesterbro,31864862,Mette,,Vesterbro-Kongens Enghave,55.66404073683252,12.552594180210905,Entire home/apt,695,3,9,2016-07-12,0.36,1,0
6470618,Charming apartment i central CPH,2613793,Dida,,Vesterbro-Kongens Enghave,55.66537221875659,12.545033006530494,Entire home/apt,1073,1,10,2015-12-10,0.40,1,226
8960982,"Central, cozy and newly renovated",30856198,Siri,,Vesterbro-Kongens Enghave,55.669095977635735,12.547914994912576,Entire home/apt,397,1,4,2016-02-01,0.20,1,0
